Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1910000,1.3135626,0.51734227,999.0,5.454498864710331,5.454498864710331,1.0
1920000,1.3118253,0.52684367,999.0,5.334922301769256,5.334922301769256,1.0
1930000,1.3115634,0.5312444,999.0,4.8931235919396086,4.8931235919396086,1.0
1940000,1.3098507,0.5302721,999.0,4.785137241706252,4.785137241706252,1.0
1950000,1.3093383,0.53668046,999.0,5.35070882178843,5.35070882178843,1.0
1960000,1.3079855,0.54248416,999.0,5.61344957947731,5.61344957947731,1.0
1970000,1.3073558,0.55285424,999.0,6.053107276558876,6.053107276558876,1.0
1980000,1.3070146,0.5308963,999.0,5.334757125005126,5.334757125005126,1.0
1990000,1.3067619,0.5267785,999.0,4.8495694026350975,4.8495694026350975,1.0
2000000,1.3066396,0.5536342,999.0,5.643845448891322,5.643845448891322,1.0
2010000,1.3065027,0.54746354,999.0,4.8370665063460665,4.8370665063460665,1.0
2020000,1.30587,0.5440861,999.0,5.289204493165016,5.289204493165016,1.0
2030000,1.3048384,0.545283,999.0,5.022437318228185,5.022437318228185,1.0
2040000,1.3045732,0.53672826,999.0,4.954099746545156,4.954099746545156,1.0
2050000,1.303859,0.5505393,999.0,5.397727309001817,5.397727309001817,1.0
2060000,1.3036728,0.54048413,999.0,5.296254500746727,5.296254500746727,1.0
2070000,1.3027756,0.54086745,999.0,5.353604666888714,5.353604666888714,1.0
2080000,1.3026958,0.5364599,999.0,5.6598121965924895,5.6598121965924895,1.0
2090000,1.3014176,0.5496598,999.0,5.790934162007438,5.790934162007438,1.0
2100000,1.3014176,0.5590253,999.0,5.7839627508074045,5.7839627508074045,1.0
2110000,1.3003772,0.54813856,999.0,6.161340298131108,6.161340298131108,1.0
2120000,1.3003523,0.5305671,999.0,4.080383413036665,4.080383413036665,1.0
2130000,1.2986976,0.5504561,999.0,5.994917892747456,5.994917892747456,1.0
2140000,1.298456,0.54251575,999.0,5.961236415430903,5.961236415430903,1.0
2150000,1.2977782,0.54822165,999.0,6.069295616820455,6.069295616820455,1.0
2160000,1.2975794,0.5525442,999.0,4.945826666553815,4.945826666553815,1.0
2170000,1.2966729,0.5667571,999.0,5.928024606572257,5.928024606572257,1.0
2180000,1.2962209,0.57027566,999.0,5.681800284422934,5.681800284422934,1.0
2190000,1.2957736,0.5531684,999.0,5.085251569747925,5.085251569747925,1.0
2200000,1.2954603,0.5436989,999.0,5.188316223025322,5.188316223025322,1.0
2210000,1.2953328,0.5472032,999.0,5.522843036386702,5.522843036386702,1.0
2220000,1.2951826,0.55325,999.0,5.485753865912557,5.485753865912557,1.0
2230000,1.2949754,0.5489025,999.0,5.293236533179879,5.293236533179879,1.0
2240000,1.294639,0.5566139,999.0,5.867306264241536,5.867306264241536,1.0
2250000,1.2944235,0.57551324,999.0,6.497864685124821,6.497864685124821,1.0
2260000,1.2938068,0.5586136,999.0,5.2353546023368835,5.2353546023368835,1.0
2270000,1.2935793,0.571822,999.0,5.335035629570484,5.335035629570484,1.0
2280000,1.2925274,0.566794,999.0,5.096114527185758,5.096114527185758,1.0
2290000,1.2925164,0.5578076,999.0,5.244124501943588,5.244124501943588,1.0
2300000,1.2924594,0.55657417,999.0,6.028927473351359,6.028927473351359,1.0
2310000,1.2924594,0.542549,999.0,5.839250706136227,5.839250706136227,1.0
2320000,1.2915792,0.5760664,999.0,5.578464017808438,5.578464017808438,1.0
2330000,1.291546,0.5737771,999.0,5.699317806296879,5.699317806296879,1.0
2340000,1.2909921,0.56679255,999.0,5.467345234006643,5.467345234006643,1.0
2350000,1.2909138,0.57919616,999.0,5.4634128008037806,5.4634128008037806,1.0
2360000,1.2901864,0.5649254,999.0,6.046397063136101,6.046397063136101,1.0
2370000,1.2899845,0.57095593,999.0,6.323391296797329,6.323391296797329,1.0
2380000,1.2891861,0.5481409,999.0,4.551704108715057,4.551704108715057,1.0
2390000,1.2887952,0.55561787,999.0,5.8205365017056465,5.8205365017056465,1.0
2400000,1.2886834,0.55400896,999.0,5.731859512627125,5.731859512627125,1.0
2410000,1.2886093,0.57902384,999.0,5.7177399264441595,5.7177399264441595,1.0
2420000,1.2887139,0.56837404,999.0,5.7219870667904615,5.7219870667904615,1.0
2430000,1.2888411,0.5723641,999.0,4.559263028204441,4.559263028204441,1.0
2440000,1.2888864,0.5885988,999.0,6.288203607996305,6.288203607996305,1.0
2450000,1.2889614,0.5935817,999.0,5.906081684761578,5.906081684761578,1.0
2460000,1.2888925,0.6045221,999.0,6.598154118284583,6.598154118284583,1.0
2470000,1.2887129,0.5976976,999.0,5.516389686614275,5.516389686614275,1.0
2480000,1.2886456,0.5957103,999.0,6.472299664095044,6.472299664095044,1.0
2490000,1.2883017,0.6037342,999.0,6.464403072992961,6.464403072992961,1.0
2500000,1.2882875,0.59436214,999.0,5.5954883471131325,5.5954883471131325,1.0
2510000,1.2881262,0.6023958,999.0,5.993661391548812,5.993661391548812,1.0
2520000,1.2881262,0.59755343,999.0,6.0650337139765425,6.0650337139765425,1.0
2530000,1.2868191,0.5889039,999.0,5.75761731631226,5.75761731631226,1.0
2540000,1.2867768,0.6099806,999.0,6.248295599594712,6.248295599594712,1.0
2550000,1.285675,0.60817695,999.0,6.335522530600429,6.335522530600429,1.0
2560000,1.2855175,0.5928146,999.0,6.2031892115871115,6.2031892115871115,1.0
2570000,1.2841034,0.5841794,999.0,5.7631435717145605,5.7631435717145605,1.0
2580000,1.2836792,0.59033686,999.0,6.095990464091301,6.095990464091301,1.0
2590000,1.2833458,0.56626606,999.0,4.797207722440362,4.797207722440362,1.0
2600000,1.2831838,0.59692055,999.0,6.084512088696162,6.084512088696162,1.0
2610000,1.2827365,0.5849169,999.0,6.186324349708027,6.186324349708027,1.0
2620000,1.2823945,0.5731109,999.0,5.987649079412222,5.987649079412222,1.0
2630000,1.2817259,0.58562076,999.0,5.536319885402918,5.536319885402918,1.0
2640000,1.2810133,0.60200053,999.0,6.5369341522455215,6.5369341522455215,1.0
2650000,1.2805514,0.6008364,999.0,5.810828879475594,5.810828879475594,1.0
2660000,1.2797414,0.5938226,999.0,5.849127139896154,5.849127139896154,1.0
2670000,1.2795153,0.58514297,999.0,5.801323091611266,5.801323091611266,1.0
2680000,1.2789305,0.60559714,999.0,5.849730033675829,5.849730033675829,1.0
2690000,1.2787535,0.61362934,999.0,6.58013454079628,6.58013454079628,1.0
2700000,1.2779397,0.6219926,999.0,6.458378154784441,6.458378154784441,1.0
2710000,1.2778643,0.59586066,999.0,6.838450813665986,6.838450813665986,1.0
2720000,1.2769635,0.6010867,999.0,5.786343152324359,5.786343152324359,1.0
2730000,1.2769635,0.6090163,999.0,6.6352309435606,6.6352309435606,1.0
2740000,1.2759212,0.5929125,999.0,4.030194541439414,4.030194541439414,1.0
2750000,1.2758906,0.61725384,999.0,7.015364672988653,7.015364672988653,1.0
2760000,1.2754232,0.60054094,999.0,5.948527960975965,5.948527960975965,1.0
2770000,1.2753546,0.60274374,999.0,5.660503973563512,5.660503973563512,1.0
2780000,1.2755351,0.5706948,999.0,4.257785677909851,4.257785677909851,1.0
2790000,1.2755929,0.60311306,999.0,5.9847639463841915,5.9847639463841915,1.0
2800000,1.2749624,0.59068525,999.0,6.310406003147364,6.310406003147364,1.0
2810000,1.2746679,0.6073836,999.0,6.57903297079934,6.57903297079934,1.0
2820000,1.2741791,0.59928334,999.0,5.763744872063398,5.763744872063398,1.0
2830000,1.2738024,0.60410196,999.0,7.43621732108295,7.43621732108295,1.0
2840000,1.2734623,0.59175974,999.0,5.7518124133348465,5.7518124133348465,1.0
2850000,1.2730867,0.6248421,999.0,6.349947869777679,6.349947869777679,1.0
2860000,1.2728306,0.6124929,999.0,6.158888850361109,6.158888850361109,1.0
2870000,1.2724106,0.6115385,999.0,6.378707839176059,6.378707839176059,1.0
2880000,1.2722617,0.6182438,999.0,7.0660337030887606,7.0660337030887606,1.0
2890000,1.2718543,0.63178724,999.0,6.791059825983313,6.791059825983313,1.0
2900000,1.2717712,0.6226063,999.0,6.79370004311204,6.79370004311204,1.0
2910000,1.2713926,0.5996197,999.0,5.746371628716588,5.746371628716588,1.0
2920000,1.2713614,0.60920453,999.0,5.1983683178822195,5.1983683178822195,1.0
2930000,1.2708294,0.6148654,999.0,6.818397076593505,6.818397076593505,1.0
2940000,1.2708293,0.6035446,999.0,5.374491078779101,5.374491078779101,1.0
2950000,1.2696747,0.60459405,999.0,5.832085141912103,5.832085141912103,1.0
2960000,1.2696444,0.6223413,999.0,5.805160450935364,5.805160450935364,1.0
2970000,1.2688298,0.62254035,999.0,5.756362812386619,5.756362812386619,1.0
2980000,1.2687136,0.640277,999.0,7.226042558904737,7.226042558904737,1.0
2990000,1.2681849,0.6361536,999.0,7.315917341038585,7.315917341038585,1.0
3000000,1.268028,0.61368245,999.0,5.511891442537308,5.511891442537308,1.0
3010000,1.2677425,0.6309729,999.0,6.365237590339449,6.365237590339449,1.0
3020000,1.2676017,0.6044684,999.0,6.553158737719059,6.553158737719059,1.0
3030000,1.2674528,0.6245546,999.0,5.870622042566538,5.870622042566538,1.0
3040000,1.2673508,0.62930274,999.0,6.347309965888659,6.347309965888659,1.0
3050000,1.266967,0.6326977,999.0,7.052591436439091,7.052591436439091,1.0
3060000,1.266524,0.6249695,999.0,5.580077152699232,5.580077152699232,1.0
3070000,1.266202,0.63748777,999.0,5.914374462328851,5.914374462328851,1.0
3080000,1.2656862,0.64937687,999.0,7.602102217078209,7.602102217078209,1.0
3090000,1.2654232,0.6336084,999.0,5.886074430412716,5.886074430412716,1.0
3100000,1.2646754,0.6438693,999.0,6.0528705809265375,6.0528705809265375,1.0
3110000,1.2645106,0.65074956,999.0,6.347537564113736,6.347537564113736,1.0
3120000,1.2637557,0.65014976,999.0,6.595342845718066,6.595342845718066,1.0
3130000,1.2636966,0.6464661,999.0,6.5311855094300375,6.5311855094300375,1.0
3140000,1.26294,0.65062255,999.0,6.531483741477132,6.531483741477132,1.0
3150000,1.26294,0.636175,999.0,6.063825203105807,6.063825203105807,1.0
3160000,1.2628098,0.6374906,999.0,5.733543672164282,5.733543672164282,1.0
3170000,1.2628076,0.65052354,999.0,7.014783849318822,7.014783849318822,1.0
3180000,1.2625494,0.67083263,999.0,6.294173263013363,6.294173263013363,1.0
3190000,1.2625101,0.6550276,999.0,6.687921237200499,6.687921237200499,1.0
3200000,1.262027,0.6542043,999.0,6.301084490617116,6.301084490617116,1.0
3210000,1.2618968,0.66176283,999.0,6.8574720836348,6.8574720836348,1.0
3220000,1.2614744,0.65546215,999.0,6.715092582628131,6.715092582628131,1.0
3230000,1.2612666,0.6517527,999.0,5.314852002076805,5.314852002076805,1.0
3240000,1.2608303,0.65857816,999.0,6.480098979671796,6.480098979671796,1.0
3250000,1.2605096,0.6465586,999.0,6.601930914653672,6.601930914653672,1.0
3260000,1.2603709,0.6527763,999.0,6.422232149168849,6.422232149168849,1.0
3270000,1.2602112,0.6457224,999.0,5.959996894001961,5.959996894001961,1.0
3280000,1.2599492,0.638913,999.0,6.357185383637746,6.357185383637746,1.0
3290000,1.2595062,0.6451336,999.0,6.686631273892191,6.686631273892191,1.0
3300000,1.2594339,0.64128083,999.0,6.531866431236267,6.531866431236267,1.0
3310000,1.25926,0.6471045,999.0,5.740931639447808,5.740931639447808,1.0
3320000,1.2591645,0.64947224,999.0,6.858833643297355,6.858833643297355,1.0
3330000,1.2586526,0.6359741,999.0,5.885602919591798,5.885602919591798,1.0
3340000,1.2586267,0.6532834,999.0,5.793707549571991,5.793707549571991,1.0
3350000,1.2583492,0.6498727,999.0,5.855875885114074,5.855875885114074,1.0
3360000,1.2583492,0.6588717,999.0,7.4499300499757135,7.4499300499757135,1.0
3370000,1.2580011,0.67136455,999.0,7.7276851534843445,7.7276851534843445,1.0
3380000,1.2579906,0.6490379,999.0,5.769915975630283,5.769915975630283,1.0
3390000,1.257516,0.685991,999.0,7.5282993372529745,7.5282993372529745,1.0
3400000,1.2574457,0.67863923,999.0,7.775261080265045,7.775261080265045,1.0
3410000,1.2570428,0.66436213,999.0,6.331403836607933,6.331403836607933,1.0
3420000,1.2569219,0.68767464,999.0,6.770545996725559,6.770545996725559,1.0
3430000,1.2565324,0.68921244,999.0,7.7764689065515995,7.7764689065515995,1.0
3440000,1.2563425,0.67935014,999.0,6.349737118681272,6.349737118681272,1.0
3450000,1.2561858,0.67012954,999.0,5.729592036869791,5.729592036869791,1.0
3460000,1.256069,0.6649715,999.0,6.1551960445940495,6.1551960445940495,1.0
3470000,1.2557708,0.64272475,999.0,5.311055945232511,5.311055945232511,1.0
3480000,1.2554481,0.6596195,999.0,6.162138610084852,6.162138610084852,1.0
3490000,1.2553431,0.671196,999.0,6.760775110373895,6.760775110373895,1.0
