Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,0.085544094,999.0,0.0,0.0,1.0
20000,1.4189383,0.07400864,999.0,0.0,0.0,1.0
30000,1.4190695,0.12467579,999.0,0.0,0.0,1.0
40000,1.4190687,0.120414324,999.0,-0.4,-0.4,1.0
50000,1.4188094,0.08525997,999.0,-1.4112490481800504,-1.4112490481800504,1.0
60000,1.4187354,0.12922569,999.0,0.0,0.0,1.0
70000,1.4194074,0.108145304,999.0,0.0,0.0,1.0
80000,1.419756,0.118668824,999.0,-0.06666666666666667,-0.06666666666666667,1.0
90000,1.4198797,0.10763216,999.0,-0.2222222222222222,-0.2222222222222222,1.0
100000,1.4199637,0.09280321,999.0,-0.875,-0.875,1.0
110000,1.4198883,0.09724419,999.0,-2.1875,-2.1875,1.0
120000,1.4198172,0.053569388,999.0,-1.3333333333333333,-1.3333333333333333,1.0
130000,1.4199438,0.028800476,999.0,-2.1666666666666665,-2.1666666666666665,1.0
140000,1.4201719,0.064757854,999.0,0.0,0.0,1.0
150000,1.4204477,0.043524608,999.0,-0.4112849608063698,-0.4112849608063698,1.0
160000,1.4211743,0.052980322,999.0,-0.36666666666666664,-0.36666666666666664,1.0
170000,1.421094,0.06759371,999.0,-0.2222222222222222,-0.2222222222222222,1.0
180000,1.4206917,0.05287368,999.0,0.03487442806363106,0.03487442806363106,1.0
190000,1.420625,0.050612845,999.0,0.0,0.0,1.0
200000,1.4197901,0.040147312,999.0,-0.28008819818496705,-0.28008819818496705,1.0
210000,1.4197901,0.036312513,999.0,0.0,0.0,1.0
220000,1.420225,0.032167446,999.0,-0.0625,-0.0625,1.0
230000,1.420248,0.045172743,999.0,0.0,0.0,1.0
240000,1.4214541,0.03875865,999.0,0.019623295466105143,0.019623295466105143,1.0
250000,1.4216422,0.023225993,999.0,-0.8888888888888888,-0.8888888888888888,1.0
260000,1.4225945,0.033143815,999.0,0.0,0.0,1.0
270000,1.4228898,0.031130902,999.0,-0.25,-0.25,1.0
280000,1.4232483,0.026303083,999.0,0.0,0.0,1.0
290000,1.4234092,0.022624128,999.0,0.0,0.0,1.0
300000,1.4223819,0.024289409,999.0,0.03727135434746742,0.03727135434746742,1.0
310000,1.4215597,0.025565853,999.0,0.0,0.0,1.0
320000,1.4210626,0.024922315,999.0,0.0,0.0,1.0
330000,1.420508,0.021844745,999.0,-0.10121394031577641,-0.10121394031577641,1.0
340000,1.4204124,0.021890635,999.0,0.0,0.0,1.0
350000,1.4202639,0.02149583,999.0,0.0,0.0,1.0
360000,1.4204352,0.017010732,999.0,0.0058870077133178714,0.0058870077133178714,1.0
370000,1.4209162,0.02199231,999.0,0.0,0.0,1.0
380000,1.4207394,0.016472949,999.0,0.0,0.0,1.0
390000,1.4198514,0.015837347,999.0,0.0,0.0,1.0
400000,1.4197817,0.015206272,999.0,0.0,0.0,1.0
410000,1.4185232,0.0077434527,999.0,0.03221817149056329,0.03221817149056329,1.0
420000,1.4185231,0.014499207,999.0,0.0,0.0,1.0
430000,1.4163045,0.011900165,999.0,0.0,0.0,1.0
440000,1.4162287,0.009179116,999.0,-0.03333333333333333,-0.03333333333333333,1.0
450000,1.4159566,0.0142656565,999.0,0.0,0.0,1.0
460000,1.4159223,0.018158233,999.0,0.031940434128046036,0.031940434128046036,1.0
470000,1.4148238,0.013767843,999.0,0.03518470376729965,0.03518470376729965,1.0
480000,1.4144682,0.011064966,999.0,-0.1943367580572764,-0.1943367580572764,1.0
490000,1.4140807,0.016043216,999.0,0.0,0.0,1.0
500000,1.4138991,0.012491336,999.0,0.047758353874087334,0.047758353874087334,1.0
510000,1.4135221,0.01075421,999.0,0.07228560373187065,0.07228560373187065,1.0
520000,1.4132444,0.011226691,999.0,0.019877362251281738,0.019877362251281738,1.0
530000,1.4127713,0.010171073,999.0,0.0,0.0,1.0
540000,1.4122087,0.008928756,999.0,0.09287642501294613,0.09287642501294613,1.0
550000,1.4120386,0.0070269364,999.0,0.0,0.0,1.0
560000,1.4117659,0.005886214,999.0,0.0,0.0,1.0
570000,1.4119047,0.00491188,999.0,0.06323693195978801,0.06323693195978801,1.0
580000,1.4123064,0.0049746437,999.0,0.035293218679726124,0.035293218679726124,1.0
590000,1.4122651,0.0037260365,999.0,-0.0058315210044384,-0.0058315210044384,1.0
600000,1.4120253,0.0049515907,999.0,0.06303196003039678,0.06303196003039678,1.0
610000,1.411953,0.0006219076,999.0,-0.13751975860860613,-0.13751975860860613,1.0
620000,1.4109936,0.0072504207,999.0,0.0689430683851242,0.0689430683851242,1.0
630000,1.4109936,0.0080766175,999.0,0.06772741675376892,0.06772741675376892,1.0
640000,1.4102577,0.004985267,999.0,0.05554235776265462,0.05554235776265462,1.0
650000,1.4102346,0.007755135,999.0,0.039536108573277794,0.039536108573277794,1.0
660000,1.4100714,0.0074877157,999.0,0.06315474025905132,0.06315474025905132,1.0
670000,1.4100457,0.006896369,999.0,0.03706013411283493,0.03706013411283493,1.0
680000,1.4087875,0.00758953,999.0,0.0996581236521403,0.0996581236521403,1.0
690000,1.4084302,0.005947046,999.0,0.09903967380523682,0.09903967380523682,1.0
700000,1.4080994,0.005962088,999.0,0.08258681278675795,0.08258681278675795,1.0
710000,1.407936,0.0055413973,999.0,0.10309002082794905,0.10309002082794905,1.0
720000,1.4071742,0.0061764754,999.0,0.11132049411535264,0.11132049411535264,1.0
730000,1.4066073,-0.0012248274,999.0,0.16854175428549448,0.16854175428549448,1.0
740000,1.4063442,0.007831179,999.0,0.24350194819271564,0.24350194819271564,1.0
750000,1.4060347,0.00706199,999.0,0.2493057381361723,0.2493057381361723,1.0
760000,1.4054259,0.010460841,999.0,0.18645583639542262,0.18645583639542262,1.0
770000,1.4043452,0.00755166,999.0,0.15447375426689783,0.15447375426689783,1.0
780000,1.4039575,0.0076895044,999.0,0.08292527589946985,0.08292527589946985,1.0
790000,1.4029657,0.011259887,999.0,0.21767929568886757,0.21767929568886757,1.0
800000,1.4026687,0.008427075,999.0,0.16930108765761057,0.16930108765761057,1.0
810000,1.400992,0.011684091,999.0,0.3784157426820861,0.3784157426820861,1.0
820000,1.4009393,0.012899536,999.0,0.1968409027904272,0.1968409027904272,1.0
830000,1.4002806,0.01700787,999.0,0.4210615111514926,0.4210615111514926,1.0
840000,1.4002806,0.018431293,999.0,0.7514799796044827,0.7514799796044827,1.0
850000,1.3987075,0.030409839,999.0,0.42663344989220303,0.42663344989220303,1.0
860000,1.398649,0.022939319,999.0,0.5482423100620508,0.5482423100620508,1.0
870000,1.3966826,0.04016974,999.0,0.7847587838768959,0.7847587838768959,1.0
880000,1.3963889,0.0450909,999.0,0.7222012547155221,0.7222012547155221,1.0
890000,1.3948227,0.047023572,999.0,0.9968666231466664,0.9968666231466664,1.0
900000,1.394354,0.039331235,999.0,0.7410049084573984,0.7410049084573984,1.0
910000,1.392867,0.045909252,999.0,0.8269710093736649,0.8269710093736649,1.0
920000,1.3921108,0.053305157,999.0,1.1168647001187006,1.1168647001187006,1.0
930000,1.3908626,0.061515767,999.0,0.9844243973493576,0.9844243973493576,1.0
940000,1.3898691,0.06161363,999.0,1.2087840400636196,1.2087840400636196,1.0
950000,1.389118,0.06281293,999.0,0.9709861711598933,0.9709861711598933,1.0
960000,1.3883082,0.056908067,999.0,1.5026729286958773,1.5026729286958773,1.0
970000,1.387432,0.06385145,999.0,1.4306083503696654,1.4306083503696654,1.0
980000,1.3858522,0.0574928,999.0,1.3853418212383986,1.3853418212383986,1.0
990000,1.3853966,0.06697111,999.0,1.141363251954317,1.141363251954317,1.0
1000000,1.3842303,0.081284374,999.0,1.6712824419140815,1.6712824419140815,1.0
1010000,1.3837641,0.09226274,999.0,1.825515450702773,1.825515450702773,1.0
1020000,1.3815714,0.1073939,999.0,2.1323952600359917,2.1323952600359917,1.0
1030000,1.3815123,0.09277621,999.0,1.7846770002506673,1.7846770002506673,1.0
1040000,1.3808804,0.103947684,999.0,1.7012809067964554,1.7012809067964554,1.0
1050000,1.3808804,0.10913744,999.0,2.2491757178472147,2.2491757178472147,1.0
1060000,1.3790758,0.11722462,999.0,2.0791295506060123,2.0791295506060123,1.0
1070000,1.3790138,0.1249717,999.0,2.195957940071821,2.195957940071821,1.0
1080000,1.3763958,0.13086717,999.0,1.991811845699946,1.991811845699946,1.0
1090000,1.375976,0.12089298,999.0,1.9683769328726664,1.9683769328726664,1.0
1100000,1.3750681,0.13586043,999.0,2.086484072729945,2.086484072729945,1.0
1110000,1.3747991,0.14917906,999.0,2.7262727902270854,2.7262727902270854,1.0
1120000,1.3747869,0.17078102,999.0,2.5632013847430546,2.5632013847430546,1.0
1130000,1.3747832,0.17799132,999.0,2.902794591254658,2.902794591254658,1.0
1140000,1.3738459,0.17448914,999.0,2.3250207509845495,2.3250207509845495,1.0
1150000,1.3731002,0.1754164,999.0,2.850857198238373,2.850857198238373,1.0
1160000,1.3723044,0.19412528,999.0,2.8518628319104513,2.8518628319104513,1.0
1170000,1.3714249,0.20493643,999.0,3.33364707728227,3.33364707728227,1.0
1180000,1.3705497,0.2135733,999.0,3.032771728001535,3.032771728001535,1.0
1190000,1.3691273,0.22605091,999.0,3.446110441815108,3.446110441815108,1.0
1200000,1.368638,0.22511645,999.0,3.7121164968858165,3.7121164968858165,1.0
1210000,1.3672408,0.23342824,999.0,3.420632681085004,3.420632681085004,1.0
1220000,1.3667767,0.24492207,999.0,3.5362634174525738,3.5362634174525738,1.0
1230000,1.3645536,0.24498826,999.0,3.5428975550457835,3.5428975550457835,1.0
1240000,1.3644466,0.25437316,999.0,3.6077774435281755,3.6077774435281755,1.0
1250000,1.3625189,0.26609185,999.0,3.1540604333082833,3.1540604333082833,1.0
1260000,1.3625189,0.2827856,999.0,3.581157434731722,3.581157434731722,1.0
1270000,1.3605294,0.28439024,999.0,2.8658496499992907,2.8658496499992907,1.0
1280000,1.3604659,0.28860933,999.0,3.2227973918120068,3.2227973918120068,1.0
1290000,1.3575555,0.31086093,999.0,3.860987257626322,3.860987257626322,1.0
1300000,1.3571284,0.29629865,999.0,3.695421451702714,3.695421451702714,1.0
1310000,1.3551366,0.31129664,999.0,3.609265647130087,3.609265647130087,1.0
1320000,1.3545457,0.31787562,999.0,3.828126178185145,3.828126178185145,1.0
1330000,1.3540188,0.3259986,999.0,3.707311393486129,3.707311393486129,1.0
1340000,1.3537643,0.33374038,999.0,4.552898485213518,4.552898485213518,1.0
1350000,1.3525016,0.33915895,999.0,3.128337688744068,3.128337688744068,1.0
1360000,1.3516109,0.35751653,999.0,4.761730848749479,4.761730848749479,1.0
1370000,1.3507928,0.3573474,999.0,3.8833544908298387,3.8833544908298387,1.0
1380000,1.349844,0.36234182,999.0,4.100980257615447,4.100980257615447,1.0
1390000,1.3488941,0.38394886,999.0,4.4391426760703325,4.4391426760703325,1.0
1400000,1.347339,0.3930473,999.0,4.251008106271426,4.251008106271426,1.0
1410000,1.346609,0.40399465,999.0,4.391642368502087,4.391642368502087,1.0
1420000,1.344494,0.41222772,999.0,5.0207580756396055,5.0207580756396055,1.0
1430000,1.3441867,0.4074664,999.0,4.019254609011114,4.019254609011114,1.0
1440000,1.3427817,0.43195692,999.0,4.6459756602843605,4.6459756602843605,1.0
1450000,1.3426572,0.41126394,999.0,4.121832691960865,4.121832691960865,1.0
1460000,1.341041,0.42378396,999.0,3.834901100024581,3.834901100024581,1.0
1470000,1.341041,0.43111235,999.0,4.7729998105205595,4.7729998105205595,1.0
1480000,1.3390781,0.44460613,999.0,4.5061982850233715,4.5061982850233715,1.0
1490000,1.3390199,0.43414554,999.0,4.8104657414886685,4.8104657414886685,1.0
1500000,1.337312,0.443748,999.0,4.943792970851064,4.943792970851064,1.0
1510000,1.3370615,0.43983617,999.0,4.016527064144611,4.016527064144611,1.0
1520000,1.335832,0.43835086,999.0,4.372950721780459,4.372950721780459,1.0
1530000,1.335502,0.42859897,999.0,3.832708943221304,3.832708943221304,1.0
1540000,1.33512,0.44273052,999.0,4.7055763360112906,4.7055763360112906,1.0
1550000,1.3349355,0.42163265,999.0,3.9476122511550784,3.9476122511550784,1.0
1560000,1.334861,0.441463,999.0,4.696576376010975,4.696576376010975,1.0
1570000,1.334802,0.4560855,999.0,5.481158864167002,5.481158864167002,1.0
1580000,1.3341255,0.4408219,999.0,3.7316802446730435,3.7316802446730435,1.0
1590000,1.3333322,0.43654117,999.0,4.575868327636272,4.575868327636272,1.0
1600000,1.3328689,0.44889078,999.0,4.555531059702237,4.555531059702237,1.0
1610000,1.3320811,0.4461016,999.0,4.709853657417828,4.709853657417828,1.0
1620000,1.3317556,0.4404193,999.0,5.18305092677474,5.18305092677474,1.0
1630000,1.3309065,0.43734157,999.0,4.4523842595517635,4.4523842595517635,1.0
1640000,1.3306305,0.44603387,999.0,4.727920159697533,4.727920159697533,1.0
1650000,1.3291914,0.4636694,999.0,5.323234134250217,5.323234134250217,1.0
1660000,1.3290929,0.45713583,999.0,5.114388111978769,5.114388111978769,1.0
1670000,1.3278573,0.4765899,999.0,4.060052502900362,4.060052502900362,1.0
1680000,1.3278573,0.48266587,999.0,4.942563990751903,4.942563990751903,1.0
1690000,1.3254414,0.4821357,999.0,4.916610207822588,4.916610207822588,1.0
1700000,1.3253814,0.47042578,999.0,4.212277299724519,4.212277299724519,1.0
1710000,1.3240483,0.47003883,999.0,4.137187333777547,4.137187333777547,1.0
1720000,1.3238556,0.47051436,999.0,4.618965860207876,4.618965860207876,1.0
1730000,1.3225356,0.5071534,999.0,5.620336130261421,5.620336130261421,1.0
1740000,1.3221341,0.4702751,999.0,4.55825818516314,4.55825818516314,1.0
1750000,1.3211964,0.48327115,999.0,4.817714411765337,4.817714411765337,1.0
1760000,1.320734,0.48009303,999.0,4.316110131144524,4.316110131144524,1.0
1770000,1.3201137,0.50007945,999.0,5.701564851734373,5.701564851734373,1.0
1780000,1.319638,0.4943406,999.0,4.599556494504213,4.599556494504213,1.0
1790000,1.3191022,0.4901739,999.0,5.068848082795739,5.068848082795739,1.0
1800000,1.3185279,0.51211745,999.0,4.994674430042505,4.994674430042505,1.0
1810000,1.3182698,0.5040482,999.0,5.281120055251652,5.281120055251652,1.0
1820000,1.3178222,0.51406324,999.0,5.554215306416154,5.554215306416154,1.0
1830000,1.3177394,0.50448537,999.0,5.68013022094965,5.68013022094965,1.0
1840000,1.3175169,0.5110273,999.0,5.332360482215881,5.332360482215881,1.0
1850000,1.3173604,0.5120921,999.0,5.322466121779548,5.322466121779548,1.0
1860000,1.3166274,0.5169274,999.0,4.955546298995614,4.955546298995614,1.0
1870000,1.3165148,0.51533675,999.0,4.4330038074404,4.4330038074404,1.0
1880000,1.3151406,0.51005745,999.0,5.234407664338748,5.234407664338748,1.0
1890000,1.3151405,0.50832784,999.0,5.1223155210415525,5.1223155210415525,1.0
1900000,1.31361,0.52260107,999.0,5.591390630230308,5.591390630230308,1.0
